,id_entrega,Produtos,Data_da_entrega,Status,Destino,Distância_km,Custo,Faturamento
835,836,Disel,2020-08-23,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
836,837,soja,2025-12-10,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
837,838,Gasolina,2022-04-28,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
838,839,glp,2024-11-29,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
839,840,milho,2021-07-02,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
840,841,Disel,2021-04-16,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
841,842,eletrônicos,2021-12-17,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
842,843,milho,2024-03-12,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
843,844,café,2025-05-25,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
844,845,Disel,2023-01-03,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
845,846,soja,2020-08-24,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
846,847,milho,2020-07-11,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
847,848,milho,2023-01-21,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
848,849,soja,2024-10-02,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
849,850,Queijo,2025-04-22,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
850,851,soja,2020-02-14,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
851,852,eletrônicos,2022-03-03,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
852,853,Queijo,2020-02-17,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
853,854,Gasolina,2021-11-22,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
854,855,eletrônicos,2024-06-30,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
855,856,Disel,2021-09-15,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
856,857,Queijo,2023-04-01,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
857,858,eletrônicos,2021-07-23,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
858,859,milho,2023-06-17,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
859,860,Carnes,2021-06-27,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
860,861,Carnes,2020-06-10,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
861,862,milho,2021-06-25,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
862,863,milho,2022-06-22,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
863,864,milho,2021-12-02,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
864,865,Queijo,2020-06-16,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
865,866,soja,2020-07-12,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
866,867,glp,2021-10-25,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
867,868,café,2022-06-15,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
868,869,milho,2024-06-05,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
869,870,glp,2023-03-23,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
870,871,eletrônicos,2023-04-05,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
871,872,eletrônicos,2022-11-18,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
872,873,café,2020-06-15,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
873,874,soja,2024-05-25,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
874,875,Gasolina,2021-08-09,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
875,876,Carnes,2023-12-22,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
876,877,Queijo,2024-08-26,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
877,878,milho,2022-05-29,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
878,879,Queijo,2023-06-13,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
879,880,Queijo,2023-12-02,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
880,881,glp,2025-06-03,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
881,882,Carnes,2025-11-16,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
882,883,soja,2021-10-13,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
883,884,Disel,2025-07-21,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
884,885,Gasolina,2020-12-15,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
885,886,soja,2023-02-16,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
886,887,Disel,2022-08-09,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
887,888,glp,2023-11-15,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
888,889,milho,2020-04-18,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
889,890,milho,2023-12-21,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
890,891,glp,2022-08-07,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
891,892,Gasolina,2020-09-21,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
892,893,Disel,2023-08-05,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
893,894,milho,2021-08-18,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
894,895,Gasolina,2024-10-31,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
895,896,Disel,2024-09-02,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
896,897,Queijo,2021-05-21,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
897,898,eletrônicos,2021-07-26,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
898,899,Carnes,2021-09-15,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
899,900,Gasolina,2024-01-12,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
900,901,milho,2020-11-29,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
901,902,Gasolina,2021-07-18,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
902,903,milho,2021-12-10,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
903,904,milho,2025-06-19,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
904,905,eletrônicos,2023-04-27,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
905,906,soja,2020-10-20,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
906,907,café,2025-09-19,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
907,908,Queijo,2023-07-29,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
908,909,milho,2024-07-07,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
909,910,Carnes,2024-07-16,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
910,911,Gasolina,2025-09-17,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
911,912,café,2022-09-10,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
912,913,glp,2022-07-16,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
913,914,Disel,2025-05-16,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
914,915,Queijo,2023-05-22,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
915,916,Carnes,2025-12-19,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
916,917,soja,2024-06-23,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
917,918,Queijo,2020-09-02,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
918,919,Gasolina,2023-07-22,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
919,920,Gasolina,2025-11-11,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
920,921,Disel,2022-03-01,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
921,922,soja,2020-01-07,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
922,923,glp,2022-09-15,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
923,924,Queijo,2022-10-15,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
924,925,Disel,2021-10-17,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
925,926,Queijo,2024-11-12,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
926,927,Gasolina,2021-12-24,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
927,928,eletrônicos,2024-05-30,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
928,929,Gasolina,2021-01-17,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
929,930,eletrônicos,2021-07-13,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
930,931,eletrônicos,2025-12-23,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
931,932,Queijo,2023-07-29,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
932,933,Queijo,2023-05-02,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
933,934,soja,2022-04-11,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
934,935,Carnes,2023-12-16,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
935,936,café,2025-08-31,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
936,937,glp,2022-04-15,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
937,938,Gasolina,2022-09-26,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
938,939,soja,2020-12-11,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
939,940,soja,2020-10-14,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
940,941,Queijo,2025-03-19,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
941,942,milho,2025-11-21,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
942,943,Queijo,2020-04-25,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
943,944,café,2022-09-25,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
944,945,glp,2021-06-02,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
945,946,Gasolina,2023-07-03,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
946,947,eletrônicos,2024-08-22,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
947,948,Carnes,2025-09-05,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
948,949,Disel,2022-04-05,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
949,950,Queijo,2022-08-06,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
950,951,Disel,2025-09-25,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
951,952,soja,2022-10-31,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
952,953,eletrônicos,2020-01-28,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
953,954,Gasolina,2025-10-20,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
954,955,milho,2025-10-17,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
955,956,milho,2025-09-17,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
956,957,Queijo,2022-06-14,Atrasado,Uberlândia-São_Paulo,585,1036.2857142857142,2632.5
957,958,Queijo,2024-04-23,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
958,959,Carnes,2023-09-26,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
959,960,eletrônicos,2024-04-29,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
960,961,Disel,2021-01-21,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
961,962,café,2020-01-27,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
962,963,soja,2023-02-18,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
963,964,Queijo,2025-06-05,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
964,965,Queijo,2024-05-23,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
965,966,Disel,2021-01-11,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
966,967,soja,2024-04-14,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
967,968,Gasolina,2020-08-20,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
968,969,Queijo,2021-07-08,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
969,970,café,2023-10-11,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
970,971,Queijo,2020-05-26,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
971,972,café,2021-10-29,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
972,973,milho,2020-04-26,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
973,974,eletrônicos,2022-10-01,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
974,975,Queijo,2020-12-18,Atrasado,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4432.5
975,976,soja,2020-11-26,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
976,977,Carnes,2021-02-01,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
977,978,soja,2025-06-20,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
978,979,Disel,2020-06-05,A tempo,Uberlândia-Uberaba,110,194.85714285714286,550.0
979,980,Gasolina,2022-01-29,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
980,981,café,2023-02-19,Atrasado,Uberlândia-Brasília,430,761.7142857142858,1935.0
981,982,milho,2021-12-17,A tempo,Uberlândia-Rio_de_Janeiro,985,1744.8571428571431,4925.0
982,983,Queijo,2021-10-14,A tempo,Uberlândia-Belo_Horizonte,540,956.5714285714286,2700.0
983,984,eletrônicos,2025-10-30,A tempo,Uberlândia-Catalão,190,336.57142857142856,950.0
984,985,Carnes,2023-05-02,Atrasado,Uberlândia-Uberaba,110,194.85714285714286,495.0
985,986,Queijo,2021-07-10,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
986,987,milho,2021-02-11,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
987,988,café,2025-07-07,A tempo,Uberlândia-São_Paulo,585,1036.2857142857142,2925.0
988,989,Gasolina,2022-07-05,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
989,990,Queijo,2025-03-05,Atrasado,Uberlândia-Araguari,30,53.142857142857146,135.0
990,991,eletrônicos,2023-11-22,Atrasado,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1350.0
991,992,glp,2021-10-28,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
992,993,Carnes,2020-11-11,Atrasado,Uberlândia-Goiânia,330,584.5714285714287,1485.0
993,994,Carnes,2024-08-13,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
994,995,soja,2022-10-17,A tempo,Uberlândia-Brasília,430,761.7142857142858,2150.0
995,996,milho,2024-08-12,A tempo,Uberlândia-Ribeirão_Preto,300,531.4285714285714,1500.0
996,997,Gasolina,2021-10-07,Atrasado,Uberlândia-Belo_Horizonte,540,956.5714285714286,2430.0
997,998,Gasolina,2020-01-09,Atrasado,Uberlândia-Catalão,190,336.57142857142856,855.0
998,999,eletrônicos,2024-04-15,A tempo,Uberlândia-Araguari,30,53.142857142857146,150.0
999,1000,soja,2021-06-11,A tempo,Uberlândia-Goiânia,330,584.5714285714287,1650.0
